window_id,username,split,window_label,window_type,window_start,window_end,n_posts_in_14d,n_high_risk_posts,mean_p_depression_tcal,anchor_post_ids,anchor_post_count,selected_post_ids,selected_post_count,prev_context_count,padding_needed,source_rule
w_000060,ketsusose,train,1,positive_14d,2025-04-19 13:05:37+00:00,2025-05-03 13:05:37+00:00,4,2,0.7211615606595029,"[""3614214270441467427_73522905159"", ""3617008163033685747_73522905159"", ""3620627848585269530_73522905159"", ""3623664009821917879_73522905159""]",4,"[""3597390582794538438_73522905159"", ""3599520674643394459_73522905159"", ""3599659430650169594_73522905159"", ""3599732114549574537_73522905159"", ""3600456703206603130_73522905159"", ""3600525585036545161_73522905159"", ""3601779422070056167_73522905159"", ""3602443532839573301_73522905159"", ""3603228645496047070_73522905159"", ""3603232275171249251_73522905159"", ""3603984773481785284_73522905159"", ""3604682226233286061_73522905159"", ""3605289607086552349_73522905159"", ""3606198008759033147_73522905159"", ""3606953210323752055_73522905159"", ""3608879377805115198_73522905159"", ""3609615668368786733_73522905159"", ""3609724291195389550_73522905159"", ""3610474554680342251_73522905159"", ""3612581614582747901_73522905159"", ""3613505644231765175_73522905159"", ""3614214270441467427_73522905159"", ""3617008163033685747_73522905159"", ""3620627848585269530_73522905159"", ""3623664009821917879_73522905159""]",25,21,7,14d_plus_prev_context
w_000061,ketsusose,train,1,positive_14d,2025-04-23 09:36:35+00:00,2025-05-07 09:36:35+00:00,4,2,0.7211638617648077,"[""3617008163033685747_73522905159"", ""3620627848585269530_73522905159"", ""3623664009821917879_73522905159"", ""3624420320905982079_73522905159""]",4,"[""3597390582794538438_73522905159"", ""3599520674643394459_73522905159"", ""3599659430650169594_73522905159"", ""3599732114549574537_73522905159"", ""3600456703206603130_73522905159"", ""3600525585036545161_73522905159"", ""3601779422070056167_73522905159"", ""3602443532839573301_73522905159"", ""3603228645496047070_73522905159"", ""3603232275171249251_73522905159"", ""3603984773481785284_73522905159"", ""3604682226233286061_73522905159"", ""3605289607086552349_73522905159"", ""3606198008759033147_73522905159"", ""3606953210323752055_73522905159"", ""3608879377805115198_73522905159"", ""3609615668368786733_73522905159"", ""3609724291195389550_73522905159"", ""3610474554680342251_73522905159"", ""3612581614582747901_73522905159"", ""3613505644231765175_73522905159"", ""3614214270441467427_73522905159"", ""3617008163033685747_73522905159"", ""3620627848585269530_73522905159"", ""3623664009821917879_73522905159"", ""3624420320905982079_73522905159""]",26,22,6,14d_plus_prev_context
w_000062,lazychoisum,test,1,positive_14d,2022-04-23 13:35:21+00:00,2022-05-07 13:35:21+00:00,3,2,0.6619468335362849,"[""2822774140576830098_1364774863"", ""2823484306901417599_1364774863"", ""2832916607473203856_1364774863""]",3,"[""2790095286003572697_1364774863"", ""2790870850587155760_1364774863"", ""2791594083477199711_1364774863"", ""2792324843129621250_1364774863"", ""2793047905630346095_1364774863"", ""2795943715730211738_1364774863"", ""2796670289537081237_1364774863"", ""2797407076991401921_1364774863"", ""2798122094221479255_1364774863"", ""2798827581137147214_1364774863"", ""2799574170327700961_1364774863"", ""2800292647053194298_1364774863"", ""2801014991572805968_1364774863"", ""2801736357469029482_1364774863"", ""2802473048689419945_1364774863"", ""2803188027071705776_1364774863"", ""2803910882591883194_1364774863"", ""2804632195698747055_1364774863"", ""2805359141072577778_1364774863"", ""2806088547115016710_1364774863"", ""2806803079343476050_1364774863"", ""2807520401377171905_1364774863"", ""2808272921749799621_1364774863"", ""2809006175955996624_1364774863"", ""2809704060184064712_1364774863"", ""2810423681879083778_1364774863"", ""2815495585891495425_1364774863"", ""2819201592106858835_1364774863"", ""2822030177557438006_1364774863"", ""2822774140576830098_1364774863"", ""2823484306901417599_1364774863"", ""2832916607473203856_1364774863""]",32,29,0,14d_plus_prev_context
w_000063,lazychoisum,test,1,positive_14d,2022-07-03 11:47:46+00:00,2022-07-17 11:47:46+00:00,4,2,0.9151508510112762,"[""2874179070218591055_1364774863"", ""2880022132488618607_1364774863"", ""2880737713634406640_1364774863"", ""2881465068644268487_1364774863""]",4,"[""2801014991572805968_1364774863"", ""2801736357469029482_1364774863"", ""2802473048689419945_1364774863"", ""2803188027071705776_1364774863"", ""2803910882591883194_1364774863"", ""2804632195698747055_1364774863"", ""2805359141072577778_1364774863"", ""2806088547115016710_1364774863"", ""2806803079343476050_1364774863"", ""2807520401377171905_1364774863"", ""2808272921749799621_1364774863"", ""2809006175955996624_1364774863"", ""2809704060184064712_1364774863"", ""2810423681879083778_1364774863"", ""2815495585891495425_1364774863"", ""2819201592106858835_1364774863"", ""2822030177557438006_1364774863"", ""2822774140576830098_1364774863"", ""2823484306901417599_1364774863"", ""2832916607473203856_1364774863"", ""2836537446139512810_1364774863"", ""2848124391219219241_1364774863"", ""2852481709014084345_1364774863"", ""2856831106575982181_1364774863"", ""2857547127041426531_1364774863"", ""2863348778885592610_1364774863"", ""2865513712314688063_1364774863"", ""2868419352700811501_1364774863"", ""2874179070218591055_1364774863"", ""2880022132488618607_1364774863"", ""2880737713634406640_1364774863"", ""2881465068644268487_1364774863""]",32,28,0,14d_plus_prev_context
w_000064,lazychoisum,test,1,positive_14d,2025-12-02 13:52:04+00:00,2025-12-16 13:52:04+00:00,4,3,0.971752554178238,"[""3778761743851121041_1364774863"", ""3783102420051355430_1364774863"", ""3785975839734414250_1364774863"", ""3788163228267482335_1364774863""]",4,"[""3506235376257605489_1364774863"", ""3509844118599969801_1364774863"", ""3511332596475062261_1364774863"", ""3515648411575810138_1364774863"", ""3519932787222436423_1364774863"", ""3525668307414071061_1364774863"", ""3545832333372580627_1364774863"", ""3560575451785442826_1364774863"", ""3562045788154987534_1364774863"", ""3564952827835222895_1364774863"", ""3575110669523482285_1364774863"", ""3585977987790811145_1364774863"", ""3587399974950031546_1364774863"", ""3595362008392025389_1364774863"", ""3597540719136678760_1364774863"", ""3604824204345360324_1364774863"", ""3611307384823477632_1364774863"", ""3617861062015455411_1364774863"", ""3626532815734328285_1364774863"", ""3682337896398208210_1364774863"", ""3695403495303079238_1364774863"", ""3704095181713534641_1364774863"", ""3717864751180623450_1364774863"", ""3728375900443087807_1364774863"", ""3742511591666607958_1364774863"", ""3749039586807797388_1364774863"", ""3756236603695107590_1364774863"", ""3774689035374705930_1364774863"", ""3778761743851121041_1364774863"", ""3783102420051355430_1364774863"", ""3785975839734414250_1364774863"", ""3788163228267482335_1364774863""]",32,28,0,14d_plus_prev_context
w_000065,lingluo_hope,test,1,positive_14d,2021-05-18 03:48:03+00:00,2021-06-01 03:48:03+00:00,4,4,1.0,"[""2576054792688058694_34610811808"", ""2577655186237403204_34610811808"", ""2580415755394497723_34610811808"", ""2582747220593697691_34610811808""]",4,"[""2493668353401233009_34610811808"", ""2497919039148251000_34610811808"", ""2506463481966759280_34610811808"", ""2518077085706997278_34610811808"", ""2576054792688058694_34610811808"", ""2577655186237403204_34610811808"", ""2580415755394497723_34610811808"", ""2582747220593697691_34610811808""]",8,4,24,14d_plus_prev_context
w_000066,lingluo_hope,test,1,positive_14d,2021-05-20 08:47:45+00:00,2021-06-03 08:47:45+00:00,3,3,1.0,"[""2577655186237403204_34610811808"", ""2580415755394497723_34610811808"", ""2582747220593697691_34610811808""]",3,"[""2493668353401233009_34610811808"", ""2497919039148251000_34610811808"", ""2506463481966759280_34610811808"", ""2518077085706997278_34610811808"", ""2576054792688058694_34610811808"", ""2577655186237403204_34610811808"", ""2580415755394497723_34610811808"", ""2582747220593697691_34610811808""]",8,5,24,14d_plus_prev_context
w_000067,lingluo_hope,test,1,positive_14d,2021-06-19 07:08:21+00:00,2021-07-03 07:08:21+00:00,3,3,1.0,"[""2599348433548235929_34610811808"", ""2602171352812929426_34610811808"", ""2609467833208524257_34610811808""]",3,"[""2493668353401233009_34610811808"", ""2497919039148251000_34610811808"", ""2506463481966759280_34610811808"", ""2518077085706997278_34610811808"", ""2576054792688058694_34610811808"", ""2577655186237403204_34610811808"", ""2580415755394497723_34610811808"", ""2582747220593697691_34610811808"", ""2590726743863918882_34610811808"", ""2599348433548235929_34610811808"", ""2602171352812929426_34610811808"", ""2609467833208524257_34610811808""]",12,9,20,14d_plus_prev_context
w_000068,lou__y,train,1,positive_14d,2024-03-31 13:32:29+00:00,2024-04-14 13:32:29+00:00,3,2,0.7202161103487015,"[""3335913917179195745_201309898"", ""3336625334345633292_201309898"", ""3339607553309687313_201309898""]",3,"[""2948593081697365084_9213284802"", ""2948720843766808420_201309898"", ""2970295591851814084_201309898"", ""2978954296361444094_201309898"", ""2982976317835860586_201309898"", ""3001115282291834024_201309898"", ""3039979377443196620_201309898"", ""3041978431660140365_201309898"", ""3044549267680096044_201309898"", ""3053100272525122607_201309898"", ""3053869543148252211_201309898"", ""3090049691828370223_201309898"", ""3090997808190985605_201309898"", ""3101108095917392634_201309898"", ""3101387451529116490_201309898"", ""3104301845174981204_201309898"", ""3106194568853276997_201309898"", ""3120367543814898052_201309898"", ""3130091723586251729_201309898"", ""3137901833280779165_201309898"", ""3188082880358095759_201309898"", ""3195992420827023376_201309898"", ""3196740706982407277_201309898"", ""3234883387105571374_201309898"", ""3246079283524785163_201309898"", ""3272844958070786803_201309898"", ""3307722325830393863_201309898"", ""3309080998510940808_201309898"", ""3319282370581759081_201309898"", ""3335913917179195745_201309898"", ""3336625334345633292_201309898"", ""3339607553309687313_201309898""]",32,29,0,14d_plus_prev_context
w_000069,lou__y,train,1,positive_14d,2024-09-20 16:35:24+00:00,2024-10-04 16:35:24+00:00,4,3,0.7495475560426712,"[""3461385779933115129_201309898"", ""3467049823827205143_201309898"", ""3467866952280626202_201309898"", ""3470652972798410196_201309898""]",4,"[""3373138382350559638_201309898"", ""3374319288473954727_201309898"", ""3375395361978784606_201309898"", ""3377932427153283355_201309898"", ""3379382021430987409_201309898"", ""3384455441072056841_201309898"", ""3388807884476210171_201309898"", ""3392430252830296557_201309898"", ""3403347354206522735_201309898"", ""3405549240795806042_201309898"", ""3410634868361495912_201309898"", ""3419722091555878695_201309898"", ""3425076272353358944_201309898"", ""3427958775732906484_201309898"", ""3432256353354067517_201309898"", ""3433727355283911375_201309898"", ""3443222554989163448_201309898"", ""3443056161572267744_201309898"", ""3443192015035751112_201309898"", ""3444668508342679969_201309898"", ""3449717676375405905_201309898"", ""3453078689720246882_201309898"", ""3453341635100692210_201309898"", ""3455430367447552898_201309898"", ""3456872664017169781_201309898"", ""3459200952388381778_201309898"", ""3459920234029488349_201309898"", ""3461030216686875269_201309898"", ""3461385779933115129_201309898"", ""3467049823827205143_201309898"", ""3467866952280626202_201309898"", ""3470652972798410196_201309898""]",32,28,0,14d_plus_prev_context
w_000070,lovelie_words,train,1,positive_14d,2024-11-14 17:33:59+00:00,2024-11-28 17:33:59+00:00,8,2,0.6206824278017393,"[""3501284331291781742_70418099126"", ""3502695611500303328_70418099126"", ""3503372956296927865_70418099126"", ""3503375690714766717_70418099126"", ""3504093047569324395_70418099126"", ""3505500028565834313_70418099126"", ""3510560841991195711_70418099126"", ""3511229897274659509_70418099126""]",8,"[""3499060315428738937_70418099126"", ""3499817998720978597_70418099126"", ""3499819317452264748_70418099126"", ""3499824400201986533_70418099126"", ""3499846784053345565_70418099126"", ""3501282902787371059_70418099126"", ""3501284331291781742_70418099126"", ""3502695611500303328_70418099126"", ""3503372956296927865_70418099126"", ""3503375690714766717_70418099126"", ""3504093047569324395_70418099126"", ""3505500028565834313_70418099126"", ""3510560841991195711_70418099126"", ""3511229897274659509_70418099126""]",14,6,18,14d_plus_prev_context
w_000071,lovesky_0166,train,1,positive_14d,2022-08-31 04:42:53+00:00,2022-09-14 04:42:53+00:00,3,3,1.0,"[""2916726982525674216_47718548695"", ""2923578087016728274_47718548695"", ""2926872100029188204_47718548695""]",3,"[""2601509721061316527_47718548695"", ""2606681739369092501_47718548695"", ""2608134907093306803_47718548695"", ""2619116490365193394_47718548695"", ""2619198203552535840_47718548695"", ""2741874977015136492_47718548695"", ""2758680214741740425_47718548695"", ""2775535455608208250_47718548695"", ""2776907550180055457_47718548695"", ""2789899627759180821_47718548695"", ""2797264513334112184_47718548695"", ""2807436760166301235_47718548695"", ""2830774923186068088_47718548695"", ""2840232016582490565_47718548695"", ""2916726982525674216_47718548695"", ""2923578087016728274_47718548695"", ""2926872100029188204_47718548695""]",17,14,15,14d_plus_prev_context
w_000072,lovesky_0166,train,1,positive_14d,2022-09-09 15:34:48+00:00,2022-09-23 15:34:48+00:00,3,3,0.9999998807907104,"[""2923578087016728274_47718548695"", ""2926872100029188204_47718548695"", ""2927112530805207451_47718548695""]",3,"[""2601509721061316527_47718548695"", ""2606681739369092501_47718548695"", ""2608134907093306803_47718548695"", ""2619116490365193394_47718548695"", ""2619198203552535840_47718548695"", ""2741874977015136492_47718548695"", ""2758680214741740425_47718548695"", ""2775535455608208250_47718548695"", ""2776907550180055457_47718548695"", ""2789899627759180821_47718548695"", ""2797264513334112184_47718548695"", ""2807436760166301235_47718548695"", ""2830774923186068088_47718548695"", ""2840232016582490565_47718548695"", ""2916726982525674216_47718548695"", ""2923578087016728274_47718548695"", ""2926872100029188204_47718548695"", ""2927112530805207451_47718548695""]",18,15,14,14d_plus_prev_context
w_000073,lovesky_0166,train,1,positive_14d,2022-10-19 07:08:39+00:00,2022-11-02 07:08:39+00:00,6,6,1.0,"[""2952314359995009454_47718548695"", ""2955500657148789012_47718548695"", ""2957619854746221371_47718548695"", ""2958352563114096901_47718548695"", ""2959751479370013208_47718548695"", ""2960469267004980731_47718548695""]",6,"[""2601509721061316527_47718548695"", ""2606681739369092501_47718548695"", ""2608134907093306803_47718548695"", ""2619116490365193394_47718548695"", ""2619198203552535840_47718548695"", ""2741874977015136492_47718548695"", ""2758680214741740425_47718548695"", ""2775535455608208250_47718548695"", ""2776907550180055457_47718548695"", ""2789899627759180821_47718548695"", ""2797264513334112184_47718548695"", ""2807436760166301235_47718548695"", ""2830774923186068088_47718548695"", ""2840232016582490565_47718548695"", ""2916726982525674216_47718548695"", ""2923578087016728274_47718548695"", ""2926872100029188204_47718548695"", ""2927112530805207451_47718548695"", ""2937328046832398380_47718548695"", ""2952314359995009454_47718548695"", ""2955500657148789012_47718548695"", ""2957619854746221371_47718548695"", ""2958352563114096901_47718548695"", ""2959751479370013208_47718548695"", ""2960469267004980731_47718548695""]",25,19,7,14d_plus_prev_context
w_000074,m_m12150605,test,1,positive_14d,2023-07-23 13:32:31+00:00,2023-08-06 13:32:31+00:00,3,2,0.6655917565036377,"[""3153270446574068474_60332717080"", ""3157367406230846794_60332717080"", ""3159373293346625323_60332717080""]",3,"[""3135552346558892952_60332717080"", ""3135555533726671686_60332717080"", ""3135556683729447371_60332717080"", ""3137754708874719725_60332717080"", ""3140131174853691872_60332717080"", ""3145426546601972599_60332717080"", ""3148691441933915206_60332717080"", ""3151795880618332940_60332717080"", ""3153270446574068474_60332717080"", ""3157367406230846794_60332717080"", ""3159373293346625323_60332717080""]",11,8,21,14d_plus_prev_context
w_000075,m_m12150605,test,1,positive_14d,2023-07-29 05:12:27+00:00,2023-08-12 05:12:27+00:00,3,2,0.6658837940776721,"[""3157367406230846794_60332717080"", ""3159373293346625323_60332717080"", ""3165971678455617245_60332717080""]",3,"[""3135552346558892952_60332717080"", ""3135555533726671686_60332717080"", ""3135556683729447371_60332717080"", ""3137754708874719725_60332717080"", ""3140131174853691872_60332717080"", ""3145426546601972599_60332717080"", ""3148691441933915206_60332717080"", ""3151795880618332940_60332717080"", ""3153270446574068474_60332717080"", ""3157367406230846794_60332717080"", ""3159373293346625323_60332717080"", ""3165971678455617245_60332717080""]",12,9,20,14d_plus_prev_context
w_000076,m_m12150605,test,1,positive_14d,2023-11-25 22:30:56+00:00,2023-12-09 22:30:56+00:00,3,2,0.6984515438477198,"[""3244138411233877887_60332717080"", ""3247711823545895465_60332717080"", ""3249284105015670079_60332717080""]",3,"[""3135556683729447371_60332717080"", ""3137754708874719725_60332717080"", ""3140131174853691872_60332717080"", ""3145426546601972599_60332717080"", ""3148691441933915206_60332717080"", ""3151795880618332940_60332717080"", ""3153270446574068474_60332717080"", ""3157367406230846794_60332717080"", ""3159373293346625323_60332717080"", ""3165971678455617245_60332717080"", ""3168202947226546318_60332717080"", ""3169387625504976937_60332717080"", ""3169290143983631558_60332717080"", ""3171011301577689197_60332717080"", ""3174635392742204921_60332717080"", ""3176253222306762271_60332717080"", ""3177546867295266484_60332717080"", ""3177484117437306002_60332717080"", ""3180541784581838450_60332717080"", ""3181869348789202334_60332717080"", ""3183064539436994144_60332717080"", ""3184335566347510275_60332717080"", ""3194710930940769175_60332717080"", ""3196018784679258435_60332717080"", ""3198506845812149031_60332717080"", ""3201338435466519174_60332717080"", ""3239949680172035707_60332717080"", ""3241645226540555525_60332717080"", ""3243745664157019944_60332717080"", ""3244138411233877887_60332717080"", ""3247711823545895465_60332717080"", ""3249284105015670079_60332717080""]",32,29,0,14d_plus_prev_context
w_000077,matcha_growth,train,1,positive_14d,2024-03-05 09:30:00+00:00,2024-03-19 09:30:00+00:00,3,2,0.6579988201459249,"[""3316948033535146827_60735344399"", ""3318427812021104966_60735344399"", ""3322074725274567013_60735344399""]",3,"[""3152495392169106030_60735344399"", ""3155281347175186451_60735344399"", ""3160349100101740905_60735344399"", ""3165371049618009871_60735344399"", ""3168189737895285408_60735344399"", ""3171260930395462340_60735344399"", ""3171991394030705240_60735344399"", ""3173459096486055914_60735344399"", ""3178514677399894773_60735344399"", ""3216270770888704788_60735344399"", ""3219112761108367401_60735344399"", ""3234321445790804254_60735344399"", ""3245202080629582297_60735344399"", ""3251703175476423691_60735344399"", ""3268978692239991603_60735344399"", ""3272072135388580675_60735344399"", ""3292269832095419397_60735344399"", ""3295218750022304163_60735344399"", ""3295912183690963755_60735344399"", ""3296634733261986907_60735344399"", ""3297365035055589458_60735344399"", ""3300278250001446013_60735344399"", ""3302452618097904174_60735344399"", ""3305341969794368769_60735344399"", ""3307592003939644547_60735344399"", ""3308967853319341290_60735344399"", ""3311167049732597051_60735344399"", ""3312599451239659494_60735344399"", ""3316948033535146827_60735344399"", ""3318427812021104966_60735344399"", ""3322074725274567013_60735344399""]",31,28,1,14d_plus_prev_context
w_000078,matcha_growth,train,1,positive_14d,2024-03-12 11:17:04+00:00,2024-03-26 11:17:04+00:00,3,2,0.666641452410507,"[""3322074725274567013_60735344399"", ""3327131696247743100_60735344399"", ""3332214816684859832_60735344399""]",3,"[""3155281347175186451_60735344399"", ""3160349100101740905_60735344399"", ""3165371049618009871_60735344399"", ""3168189737895285408_60735344399"", ""3171260930395462340_60735344399"", ""3171991394030705240_60735344399"", ""3173459096486055914_60735344399"", ""3178514677399894773_60735344399"", ""3216270770888704788_60735344399"", ""3219112761108367401_60735344399"", ""3234321445790804254_60735344399"", ""3245202080629582297_60735344399"", ""3251703175476423691_60735344399"", ""3268978692239991603_60735344399"", ""3272072135388580675_60735344399"", ""3292269832095419397_60735344399"", ""3295218750022304163_60735344399"", ""3295912183690963755_60735344399"", ""3296634733261986907_60735344399"", ""3297365035055589458_60735344399"", ""3300278250001446013_60735344399"", ""3302452618097904174_60735344399"", ""3305341969794368769_60735344399"", ""3307592003939644547_60735344399"", ""3308967853319341290_60735344399"", ""3311167049732597051_60735344399"", ""3312599451239659494_60735344399"", ""3316948033535146827_60735344399"", ""3318427812021104966_60735344399"", ""3322074725274567013_60735344399"", ""3327131696247743100_60735344399"", ""3332214816684859832_60735344399""]",32,29,0,14d_plus_prev_context
w_000079,matcha_growth,train,1,positive_14d,2024-03-19 10:44:11+00:00,2024-04-02 10:44:11+00:00,4,2,0.7047332365056036,"[""3327131696247743100_60735344399"", ""3332214816684859832_60735344399"", ""3333632670281900438_60735344399"", ""3335812206868143827_60735344399""]",4,"[""3165371049618009871_60735344399"", ""3168189737895285408_60735344399"", ""3171260930395462340_60735344399"", ""3171991394030705240_60735344399"", ""3173459096486055914_60735344399"", ""3178514677399894773_60735344399"", ""3216270770888704788_60735344399"", ""3219112761108367401_60735344399"", ""3234321445790804254_60735344399"", ""3245202080629582297_60735344399"", ""3251703175476423691_60735344399"", ""3268978692239991603_60735344399"", ""3272072135388580675_60735344399"", ""3292269832095419397_60735344399"", ""3295218750022304163_60735344399"", ""3295912183690963755_60735344399"", ""3296634733261986907_60735344399"", ""3297365035055589458_60735344399"", ""3300278250001446013_60735344399"", ""3302452618097904174_60735344399"", ""3305341969794368769_60735344399"", ""3307592003939644547_60735344399"", ""3308967853319341290_60735344399"", ""3311167049732597051_60735344399"", ""3312599451239659494_60735344399"", ""3316948033535146827_60735344399"", ""3318427812021104966_60735344399"", ""3322074725274567013_60735344399"", ""3327131696247743100_60735344399"", ""3332214816684859832_60735344399"", ""3333632670281900438_60735344399"", ""3335812206868143827_60735344399""]",32,28,0,14d_plus_prev_context
w_000080,md_notes,train,1,positive_14d,2021-02-23 14:32:06+00:00,2021-03-09 14:32:06+00:00,5,4,0.963106608390808,"[""2515497796844626489_39937544330"", ""2516646535458180736_39937544330"", ""2521043813446897205_39937544330"", ""2522790127469604683_39937544330"", ""2524716713500577136_39937544330""]",5,"[""2490445488645565083_39937544330"", ""2497277222104129241_39937544330"", ""2515497796844626489_39937544330"", ""2516646535458180736_39937544330"", ""2521043813446897205_39937544330"", ""2522790127469604683_39937544330"", ""2524716713500577136_39937544330""]",7,2,25,14d_plus_prev_context
w_000081,md_notes,train,1,positive_14d,2021-03-03 06:11:03+00:00,2021-03-17 06:11:03+00:00,3,2,0.9390226205190024,"[""2521043813446897205_39937544330"", ""2522790127469604683_39937544330"", ""2524716713500577136_39937544330""]",3,"[""2490445488645565083_39937544330"", ""2497277222104129241_39937544330"", ""2515497796844626489_39937544330"", ""2516646535458180736_39937544330"", ""2521043813446897205_39937544330"", ""2522790127469604683_39937544330"", ""2524716713500577136_39937544330""]",7,4,25,14d_plus_prev_context
w_000082,md_notes,train,1,positive_14d,2021-03-05 16:00:40+00:00,2021-03-19 16:00:40+00:00,3,2,0.9393047491709392,"[""2522790127469604683_39937544330"", ""2524716713500577136_39937544330"", ""2531970538460528365_39937544330""]",3,"[""2490445488645565083_39937544330"", ""2497277222104129241_39937544330"", ""2515497796844626489_39937544330"", ""2516646535458180736_39937544330"", ""2521043813446897205_39937544330"", ""2522790127469604683_39937544330"", ""2524716713500577136_39937544330"", ""2531970538460528365_39937544330""]",8,5,24,14d_plus_prev_context
w_000083,nata_reading,train,1,positive_14d,2024-01-29 16:03:17+00:00,2024-02-12 16:03:17+00:00,3,2,0.6590557893117376,"[""3291053715451940398_7538030698"", ""3296798821488505438_7538030698"", ""3300436724940576429_7538030698""]",3,"[""2936641569927108356_7538030698"", ""2939559561020660788_7538030698"", ""2956922983817922148_7538030698"", ""3003275145590024523_7538030698"", ""3007682775031070971_7538030698"", ""3016102163566275465_7538030698"", ""3030853098855126899_7538030698"", ""3078608377058961284_7538030698"", ""3081575808007833071_7538030698"", ""3096794103122702233_7538030698"", ""3138028759279190067_7538030698"", ""3151117775486407383_7538030698"", ""3167800602172964997_7538030698"", ""3208369918568020766_7538030698"", ""3218575311650815254_7538030698"", ""3222864649804229818_7538030698"", ""3244247884949633259_7538030698"", ""3256587413685616268_7538030698"", ""3275822329694573595_7538030698"", ""3276453796162516716_7538030698"", ""3277198977316847358_7538030698"", ""3277892685888706655_7538030698"", ""3280090612643934207_7538030698"", ""3280837305341591402_7538030698"", ""3282301589011721636_7538030698"", ""3282973219111230462_7538030698"", ""3283735224499608747_7538030698"", ""3284812950727986688_7538030698"", ""3287395155673234975_7538030698"", ""3291053715451940398_7538030698"", ""3296798821488505438_7538030698"", ""3300436724940576429_7538030698""]",32,29,0,14d_plus_prev_context
w_000084,nata_reading,train,1,positive_14d,2024-04-24 15:29:00+00:00,2024-05-08 15:29:00+00:00,4,2,0.679732810735004,"[""3353367175829084750_7538030698"", ""3359901277474380373_7538030698"", ""3360616830258248180_7538030698"", ""3362050415297235571_7538030698""]",4,"[""3218575311650815254_7538030698"", ""3222864649804229818_7538030698"", ""3244247884949633259_7538030698"", ""3256587413685616268_7538030698"", ""3275822329694573595_7538030698"", ""3276453796162516716_7538030698"", ""3277198977316847358_7538030698"", ""3277892685888706655_7538030698"", ""3280090612643934207_7538030698"", ""3280837305341591402_7538030698"", ""3282301589011721636_7538030698"", ""3282973219111230462_7538030698"", ""3283735224499608747_7538030698"", ""3284812950727986688_7538030698"", ""3287395155673234975_7538030698"", ""3291053715451940398_7538030698"", ""3296798821488505438_7538030698"", ""3300436724940576429_7538030698"", ""3308390455858451139_7538030698"", ""3316330112806076628_7538030698"", ""3329804083811690581_7538030698"", ""3331605341463785361_7538030698"", ""3333782924853261971_7538030698"", ""3336641050603971400_7538030698"", ""3338138183484258146_7538030698"", ""3340187799750803731_7538030698"", ""3340958886268957828_7538030698"", ""3345352419062999331_7538030698"", ""3353367175829084750_7538030698"", ""3359901277474380373_7538030698"", ""3360616830258248180_7538030698"", ""3362050415297235571_7538030698""]",32,28,0,14d_plus_prev_context
w_000085,nata_reading,train,1,positive_14d,2024-05-03 15:51:05+00:00,2024-05-17 15:51:05+00:00,4,2,0.6797322736362617,"[""3359901277474380373_7538030698"", ""3360616830258248180_7538030698"", ""3362050415297235571_7538030698"", ""3367120713226779750_7538030698""]",4,"[""3222864649804229818_7538030698"", ""3244247884949633259_7538030698"", ""3256587413685616268_7538030698"", ""3275822329694573595_7538030698"", ""3276453796162516716_7538030698"", ""3277198977316847358_7538030698"", ""3277892685888706655_7538030698"", ""3280090612643934207_7538030698"", ""3280837305341591402_7538030698"", ""3282301589011721636_7538030698"", ""3282973219111230462_7538030698"", ""3283735224499608747_7538030698"", ""3284812950727986688_7538030698"", ""3287395155673234975_7538030698"", ""3291053715451940398_7538030698"", ""3296798821488505438_7538030698"", ""3300436724940576429_7538030698"", ""3308390455858451139_7538030698"", ""3316330112806076628_7538030698"", ""3329804083811690581_7538030698"", ""3331605341463785361_7538030698"", ""3333782924853261971_7538030698"", ""3336641050603971400_7538030698"", ""3338138183484258146_7538030698"", ""3340187799750803731_7538030698"", ""3340958886268957828_7538030698"", ""3345352419062999331_7538030698"", ""3353367175829084750_7538030698"", ""3359901277474380373_7538030698"", ""3360616830258248180_7538030698"", ""3362050415297235571_7538030698"", ""3367120713226779750_7538030698""]",32,28,0,14d_plus_prev_context
w_000086,neko_wumiao,train,1,positive_14d,2021-07-17 18:30:58+00:00,2021-07-31 18:30:58+00:00,3,2,0.6666663487756804,"[""2619985722195031503_444787805"", ""2622631865656592545_444787805"", ""2626342460969665076_444787805""]",3,"[""2554362374465170044_444787805"", ""2555959109146796670_444787805"", ""2560518648710032949_444787805"", ""2561011882921823210_444787805"", ""2565086216639190069_444787805"", ""2565204441916397852_444787805"", ""2566135055279482496_444787805"", ""2570147030393399989_444787805"", ""2570897351885305098_444787805"", ""2575017586094068113_444787805"", ""2576344054482429322_444787805"", ""2578640252370845429_444787805"", ""2579906839485222817_444787805"", ""2581316578622379588_444787805"", ""2582132948096495613_444787805"", ""2584396441460232258_444787805"", ""2585378791816985660_444787805"", ""2585956789869813992_444787805"", ""2590209229992157695_444787805"", ""2600582657192831208_444787805"", ""2600790644425001356_444787805"", ""2601704524554947981_444787805"", ""2605656295180977022_444787805"", ""2606137679227528718_444787805"", ""2608737708043899563_444787805"", ""2610871506726433341_444787805"", ""2611605205176595246_444787805"", ""2613851904406230300_444787805"", ""2618975195471113208_444787805"", ""2619985722195031503_444787805"", ""2622631865656592545_444787805"", ""2626342460969665076_444787805""]",32,29,0,14d_plus_prev_context
