window_id,username,split,window_label,window_type,window_start,window_end,n_posts_in_14d,n_high_risk_posts,mean_p_depression_tcal,anchor_post_ids,anchor_post_count,selected_post_ids,selected_post_count,prev_context_count,padding_needed,source_rule
w_000156,alichan.o,train,0,negative_14d,2021-03-28 12:54:19+00:00,2021-04-11 12:54:19+00:00,4,0,1.2971215733459385e-09,"[""2539366175075573564_45734534214"", ""2544377257100001861_45734534214"", ""2545883832794941434_45734534214"", ""2546544870070618330_45734534214""]",4,"[""2533499416114121163_45734534214"", ""2535665738839449366_45734534214"", ""2536470540934493465_45734534214"", ""2537970032538284484_45734534214"", ""2539366175075573564_45734534214"", ""2544377257100001861_45734534214"", ""2545883832794941434_45734534214"", ""2546544870070618330_45734534214""]",8,4,0,14d_plus_prev_context
w_000157,alichan.o,train,0,negative_14d,2021-04-04 10:50:26+00:00,2021-04-18 10:50:26+00:00,8,0,0.0005025172327286974,"[""2544377257100001861_45734534214"", ""2545883832794941434_45734534214"", ""2546544870070618330_45734534214"", ""2549983163844034208_45734534214"", ""2550730435833669682_45734534214"", ""2552162785683784236_45734534214"", ""2553808276011929090_45734534214"", ""2554473221473026477_45734534214""]",8,"[""2544377257100001861_45734534214"", ""2545883832794941434_45734534214"", ""2546544870070618330_45734534214"", ""2549983163844034208_45734534214"", ""2550730435833669682_45734534214"", ""2552162785683784236_45734534214"", ""2553808276011929090_45734534214"", ""2554473221473026477_45734534214""]",8,0,0,14d_plus_prev_context
w_000158,alichan.o,train,0,negative_14d,2021-04-15 04:38:54+00:00,2021-04-29 04:38:54+00:00,8,0,2.5145839437287807e-11,"[""2552162785683784236_45734534214"", ""2553808276011929090_45734534214"", ""2554473221473026477_45734534214"", ""2555054570932090721_45734534214"", ""2555955115144490915_45734534214"", ""2556659998709415197_45734534214"", ""2559445406551793283_45734534214"", ""2560861559140416139_45734534214""]",8,"[""2552162785683784236_45734534214"", ""2553808276011929090_45734534214"", ""2554473221473026477_45734534214"", ""2555054570932090721_45734534214"", ""2555955115144490915_45734534214"", ""2556659998709415197_45734534214"", ""2559445406551793283_45734534214"", ""2560861559140416139_45734534214""]",8,0,0,14d_plus_prev_context
w_000159,auroratravelergo,train,0,negative_14d,2023-01-31 09:55:45+00:00,2023-02-14 09:55:45+00:00,15,0,1.222643706729979e-16,"[""3027775145782992625_57314975370"", ""3028564010504380236_57314975370"", ""3029229724772954881_57314975370"", ""3029952443181286770_57314975370"", ""3030497276224532794_57314975370"", ""3031386976125871265_57314975370"", ""3032125080624111769_57314975370"", ""3032661000519532787_57314975370"", ""3032858266748342335_57314975370"", ""3033379609113831047_57314975370"", ""3033574192338861977_57314975370"", ""3034299573878649263_57314975370"", ""3034825435497431338_57314975370"", ""3035780953967898354_57314975370"", ""3037241550458663129_57314975370""]",15,"[""3032661000519532787_57314975370"", ""3032858266748342335_57314975370"", ""3033379609113831047_57314975370"", ""3033574192338861977_57314975370"", ""3034299573878649263_57314975370"", ""3034825435497431338_57314975370"", ""3035780953967898354_57314975370"", ""3037241550458663129_57314975370""]",8,0,0,14d_plus_prev_context
w_000160,auroratravelergo,train,0,negative_14d,2023-02-02 10:05:45+00:00,2023-02-16 10:05:45+00:00,15,0,1.3849948499393756e-16,"[""3029229724772954881_57314975370"", ""3029952443181286770_57314975370"", ""3030497276224532794_57314975370"", ""3031386976125871265_57314975370"", ""3032125080624111769_57314975370"", ""3032661000519532787_57314975370"", ""3032858266748342335_57314975370"", ""3033379609113831047_57314975370"", ""3033574192338861977_57314975370"", ""3034299573878649263_57314975370"", ""3034825435497431338_57314975370"", ""3035780953967898354_57314975370"", ""3037241550458663129_57314975370"", ""3038689843084539725_57314975370"", ""3039199042822710051_57314975370""]",15,"[""3033379609113831047_57314975370"", ""3033574192338861977_57314975370"", ""3034299573878649263_57314975370"", ""3034825435497431338_57314975370"", ""3035780953967898354_57314975370"", ""3037241550458663129_57314975370"", ""3038689843084539725_57314975370"", ""3039199042822710051_57314975370""]",8,0,0,14d_plus_prev_context
w_000161,auroratravelergo,train,0,negative_14d,2023-02-05 09:31:49+00:00,2023-02-19 09:31:49+00:00,16,0,1.265515173290915e-16,"[""3031386976125871265_57314975370"", ""3032125080624111769_57314975370"", ""3032661000519532787_57314975370"", ""3032858266748342335_57314975370"", ""3033379609113831047_57314975370"", ""3033574192338861977_57314975370"", ""3034299573878649263_57314975370"", ""3034825435497431338_57314975370"", ""3035780953967898354_57314975370"", ""3037241550458663129_57314975370"", ""3038689843084539725_57314975370"", ""3039199042822710051_57314975370"", ""3040109756487634905_57314975370"", ""3040634171189324180_57314975370"", ""3041344868596328298_57314975370"", ""3041367284961997725_57314975370""]",16,"[""3035780953967898354_57314975370"", ""3037241550458663129_57314975370"", ""3038689843084539725_57314975370"", ""3039199042822710051_57314975370"", ""3040109756487634905_57314975370"", ""3040634171189324180_57314975370"", ""3041344868596328298_57314975370"", ""3041367284961997725_57314975370""]",8,0,0,14d_plus_prev_context
w_000162,bambooxun,train,0,negative_14d,2021-12-25 06:52:06+00:00,2022-01-08 06:52:06+00:00,3,0,1.3296499901116476e-08,"[""2736322867364220027_50603355347"", ""2744557926038764943_50603355347"", ""2744570744737884749_50603355347""]",3,"[""2729328844086889611_50603355347"", ""2729329430576414700_50603355347"", ""2729344491499960242_50603355347"", ""2730115538373321385_50603355347"", ""2736322867364220027_50603355347"", ""2744557926038764943_50603355347"", ""2744570744737884749_50603355347""]",7,4,1,14d_plus_prev_context
w_000163,bambooxun,train,0,negative_14d,2022-01-05 15:33:42+00:00,2022-01-19 15:33:42+00:00,3,0,1.232723931034648e-08,"[""2744557926038764943_50603355347"", ""2744570744737884749_50603355347"", ""2753805140841980192_50603355347""]",3,"[""2729328844086889611_50603355347"", ""2729329430576414700_50603355347"", ""2729344491499960242_50603355347"", ""2730115538373321385_50603355347"", ""2736322867364220027_50603355347"", ""2744557926038764943_50603355347"", ""2744570744737884749_50603355347"", ""2753805140841980192_50603355347""]",8,5,0,14d_plus_prev_context
w_000164,bambooxun,train,0,negative_14d,2022-01-18 09:46:16+00:00,2022-02-01 09:46:16+00:00,3,0,2.395442756819288e-07,"[""2753805140841980192_50603355347"", ""2756692406325026481_50603355347"", ""2759426707009553231_50603355347""]",3,"[""2729344491499960242_50603355347"", ""2730115538373321385_50603355347"", ""2736322867364220027_50603355347"", ""2744557926038764943_50603355347"", ""2744570744737884749_50603355347"", ""2753805140841980192_50603355347"", ""2756692406325026481_50603355347"", ""2759426707009553231_50603355347""]",8,5,0,14d_plus_prev_context
w_000165,baoiicp,train,0,negative_14d,2020-04-22 12:17:29+00:00,2020-05-06 12:17:29+00:00,3,0,3.8716324021369766e-18,"[""2292923885949169352_3720751808"", ""2297252994594380870_3720751808"", ""2301635497207962977_3720751808""]",3,"[""2245813955060727913_3720751808"", ""2250188647913605470_3720751808"", ""2267562109778829064_3720751808"", ""2274844095069319809_3720751808"", ""2283597599061714206_3720751808"", ""2292923885949169352_3720751808"", ""2297252994594380870_3720751808"", ""2301635497207962977_3720751808""]",8,5,0,14d_plus_prev_context
w_000166,baoiicp,train,0,negative_14d,2020-04-28 11:38:39+00:00,2020-05-12 11:38:39+00:00,4,0,1.4524441383153467e-07,"[""2297252994594380870_3720751808"", ""2301635497207962977_3720751808"", ""2303720704643883096_3720751808"", ""2305882297846597979_3720751808""]",4,"[""2267562109778829064_3720751808"", ""2274844095069319809_3720751808"", ""2283597599061714206_3720751808"", ""2292923885949169352_3720751808"", ""2297252994594380870_3720751808"", ""2301635497207962977_3720751808"", ""2303720704643883096_3720751808"", ""2305882297846597979_3720751808""]",8,4,0,14d_plus_prev_context
w_000167,baoiicp,train,0,negative_14d,2020-05-04 12:45:54+00:00,2020-05-18 12:45:54+00:00,4,0,1.4524441383110877e-07,"[""2301635497207962977_3720751808"", ""2303720704643883096_3720751808"", ""2305882297846597979_3720751808"", ""2309635396675420002_3720751808""]",4,"[""2274844095069319809_3720751808"", ""2283597599061714206_3720751808"", ""2292923885949169352_3720751808"", ""2297252994594380870_3720751808"", ""2301635497207962977_3720751808"", ""2303720704643883096_3720751808"", ""2305882297846597979_3720751808"", ""2309635396675420002_3720751808""]",8,4,0,14d_plus_prev_context
w_000168,barbielee1004,train,0,negative_14d,2018-07-29 03:23:32+00:00,2018-08-12 03:23:32+00:00,4,0,9.5739552044521e-12,"[""1833872103382523732_1465063396"", ""1834501894628450611_1465063396"", ""1841281509422326701_1465063396"", ""1841348542562309370_1465063396""]",4,"[""1717414513623365305_1465063396"", ""1773233595894993532_1465063396"", ""1778130632713367572_1465063396"", ""1815290859350890200_1465063396"", ""1833872103382523732_1465063396"", ""1834501894628450611_1465063396"", ""1841281509422326701_1465063396"", ""1841348542562309370_1465063396""]",8,4,0,14d_plus_prev_context
w_000169,barbielee1004,train,0,negative_14d,2018-07-30 00:14:49+00:00,2018-08-13 00:14:49+00:00,3,0,1.2519695760406037e-11,"[""1834501894628450611_1465063396"", ""1841281509422326701_1465063396"", ""1841348542562309370_1465063396""]",3,"[""1717414513623365305_1465063396"", ""1773233595894993532_1465063396"", ""1778130632713367572_1465063396"", ""1815290859350890200_1465063396"", ""1833872103382523732_1465063396"", ""1834501894628450611_1465063396"", ""1841281509422326701_1465063396"", ""1841348542562309370_1465063396""]",8,5,0,14d_plus_prev_context
w_000170,barbielee1004,train,0,negative_14d,2020-06-07 07:20:56+00:00,2020-06-21 07:20:56+00:00,3,0,8.527066739815745e-05,"[""2326114311243837885_1465063396"", ""2332642060079040314_1465063396"", ""2333504851279153496_1465063396""]",3,"[""2225459364398196626_1465063396"", ""2239986841078448939_1465063396"", ""2254940971364356578_1465063396"", ""2280327382753946193_1465063396"", ""2301486517293880691_1465063396"", ""2326114311243837885_1465063396"", ""2332642060079040314_1465063396"", ""2333504851279153496_1465063396""]",8,5,0,14d_plus_prev_context
w_000171,bearbearxkoala,train,0,negative_14d,2021-10-16 13:10:29+00:00,2021-10-30 13:10:29+00:00,17,0,5.218354813662645e-16,"[""2685779011903377510_34831871244"", ""2685787910714927350_34831871244"", ""2685788700829368255_34831871244"", ""2686489929839360465_34831871244"", ""2687232900000101887_34831871244"", ""2687948821337221260_34831871244"", ""2688664402239805574_34831871244"", ""2689404616247695654_34831871244"", ""2690129579019668964_34831871244"", ""2690889610560468701_34831871244"", ""2691575996942748065_34831871244"", ""2692307595829721940_34831871244"", ""2693033827487890270_34831871244"", ""2693761403873262581_34831871244"", ""2694477308839760038_34831871244"", ""2695210201627745529_34831871244"", ""2695923861978725252_34831871244""]",17,"[""2690889610560468701_34831871244"", ""2691575996942748065_34831871244"", ""2692307595829721940_34831871244"", ""2693033827487890270_34831871244"", ""2693761403873262581_34831871244"", ""2694477308839760038_34831871244"", ""2695210201627745529_34831871244"", ""2695923861978725252_34831871244""]",8,0,0,14d_plus_prev_context
w_000172,bearbearxkoala,train,0,negative_14d,2021-10-20 12:43:14+00:00,2021-11-03 12:43:14+00:00,14,0,4.722579418566525e-16,"[""2688664402239805574_34831871244"", ""2689404616247695654_34831871244"", ""2690129579019668964_34831871244"", ""2690889610560468701_34831871244"", ""2691575996942748065_34831871244"", ""2692307595829721940_34831871244"", ""2693033827487890270_34831871244"", ""2693761403873262581_34831871244"", ""2694477308839760038_34831871244"", ""2695210201627745529_34831871244"", ""2695923861978725252_34831871244"", ""2696656588860503094_34831871244"", ""2697382793054064625_34831871244"", ""2698103318101480689_34831871244""]",14,"[""2693033827487890270_34831871244"", ""2693761403873262581_34831871244"", ""2694477308839760038_34831871244"", ""2695210201627745529_34831871244"", ""2695923861978725252_34831871244"", ""2696656588860503094_34831871244"", ""2697382793054064625_34831871244"", ""2698103318101480689_34831871244""]",8,0,0,14d_plus_prev_context
w_000173,bearbearxkoala,train,0,negative_14d,2021-10-22 13:14:17+00:00,2021-11-05 13:14:17+00:00,14,0,1.64076910908587e-16,"[""2690129579019668964_34831871244"", ""2690889610560468701_34831871244"", ""2691575996942748065_34831871244"", ""2692307595829721940_34831871244"", ""2693033827487890270_34831871244"", ""2693761403873262581_34831871244"", ""2694477308839760038_34831871244"", ""2695210201627745529_34831871244"", ""2695923861978725252_34831871244"", ""2696656588860503094_34831871244"", ""2697382793054064625_34831871244"", ""2698103318101480689_34831871244"", ""2698837407217540535_34831871244"", ""2699556773756201599_34831871244""]",14,"[""2694477308839760038_34831871244"", ""2695210201627745529_34831871244"", ""2695923861978725252_34831871244"", ""2696656588860503094_34831871244"", ""2697382793054064625_34831871244"", ""2698103318101480689_34831871244"", ""2698837407217540535_34831871244"", ""2699556773756201599_34831871244""]",8,0,0,14d_plus_prev_context
w_000174,bk.liao,train,0,negative_14d,2012-05-02 03:55:25+00:00,2012-05-16 03:55:25+00:00,13,0,0.023483958898374582,"[""182124259257854684_34575745"", ""185027055158274241_34575745"", ""185119009736993571_34575745"", ""186722763502495917_34575745"", ""188865571709495861_34575745"", ""188867612037065278_34575745"", ""188868949768383043_34575745"", ""188951314138114940_34575745"", ""189360186837412333_34575745"", ""189375363741887059_34575745"", ""189579885512731093_34575745"", ""189591455642921497_34575745"", ""191635675115399619_34575745""]",13,"[""188867612037065278_34575745"", ""188868949768383043_34575745"", ""188951314138114940_34575745"", ""189360186837412333_34575745"", ""189375363741887059_34575745"", ""189579885512731093_34575745"", ""189591455642921497_34575745"", ""191635675115399619_34575745""]",8,0,0,14d_plus_prev_context
w_000175,bk.liao,train,0,negative_14d,2012-05-08 12:11:49+00:00,2012-05-22 12:11:49+00:00,10,0,0.00028487551640126005,"[""186722763502495917_34575745"", ""188865571709495861_34575745"", ""188867612037065278_34575745"", ""188868949768383043_34575745"", ""188951314138114940_34575745"", ""189360186837412333_34575745"", ""189375363741887059_34575745"", ""189579885512731093_34575745"", ""189591455642921497_34575745"", ""191635675115399619_34575745""]",10,"[""188867612037065278_34575745"", ""188868949768383043_34575745"", ""188951314138114940_34575745"", ""189360186837412333_34575745"", ""189375363741887059_34575745"", ""189579885512731093_34575745"", ""189591455642921497_34575745"", ""191635675115399619_34575745""]",8,0,0,14d_plus_prev_context
w_000176,bk.liao,train,0,negative_14d,2012-05-11 11:15:55+00:00,2012-05-25 11:15:55+00:00,7,0,0.00034924034012607147,"[""188868949768383043_34575745"", ""188951314138114940_34575745"", ""189360186837412333_34575745"", ""189375363741887059_34575745"", ""189579885512731093_34575745"", ""189591455642921497_34575745"", ""191635675115399619_34575745""]",7,"[""188867612037065278_34575745"", ""188868949768383043_34575745"", ""188951314138114940_34575745"", ""189360186837412333_34575745"", ""189375363741887059_34575745"", ""189579885512731093_34575745"", ""189591455642921497_34575745"", ""191635675115399619_34575745""]",8,1,0,14d_plus_prev_context
w_000177,bussinfooddiary,train,0,negative_14d,2019-10-19 09:19:44+00:00,2019-11-02 09:19:44+00:00,3,0,3.0125700062895146e-15,"[""2158026137111753195_9213756655"", ""2161603280492059337_9213756655"", ""2163129527109958485_9213756655""]",3,"[""2043489512176605427_9213756655"", ""2059481641348705926_9213756655"", ""2127588803161861075_9213756655"", ""2129706890249942821_9213756655"", ""2146375035018592944_9213756655"", ""2158026137111753195_9213756655"", ""2161603280492059337_9213756655"", ""2163129527109958485_9213756655""]",8,5,0,14d_plus_prev_context
w_000178,bussinfooddiary,train,0,negative_14d,2020-08-07 04:54:02+00:00,2020-08-21 04:54:02+00:00,3,0,6.6325053226916e-17,"[""2370251695936297254_9213756655"", ""2375413253238850071_9213756655"", ""2377000151086505104_9213756655""]",3,"[""2158026137111753195_9213756655"", ""2161603280492059337_9213756655"", ""2163129527109958485_9213756655"", ""2206334164386291519_9213756655"", ""2240678639035501962_9213756655"", ""2370251695936297254_9213756655"", ""2375413253238850071_9213756655"", ""2377000151086505104_9213756655""]",8,5,0,14d_plus_prev_context
w_000179,bussinfooddiary,train,0,negative_14d,2020-08-14 07:49:08+00:00,2020-08-28 07:49:08+00:00,5,0,1.1287520161546096e-08,"[""2375413253238850071_9213756655"", ""2377000151086505104_9213756655"", ""2381277897836978691_9213756655"", ""2384874249443447249_9213756655"", ""2385513224780744635_9213756655""]",5,"[""2206334164386291519_9213756655"", ""2240678639035501962_9213756655"", ""2370251695936297254_9213756655"", ""2375413253238850071_9213756655"", ""2377000151086505104_9213756655"", ""2381277897836978691_9213756655"", ""2384874249443447249_9213756655"", ""2385513224780744635_9213756655""]",8,3,0,14d_plus_prev_context
w_000180,c.chienc,train,0,negative_14d,2021-09-06 10:23:36+00:00,2021-09-20 10:23:36+00:00,3,0,0.10751528029019629,"[""2656703984458713446_1473274919"", ""2658994431579297188_1473274919"", ""2665981406160954428_1473274919""]",3,"[""2532834867113429805_1473274919"", ""2557546925746587190_1473274919"", ""2557594531105486087_1473274919"", ""2582069210100655520_1473274919"", ""2656700477634603565_1473274919"", ""2656703984458713446_1473274919"", ""2658994431579297188_1473274919"", ""2665981406160954428_1473274919""]",8,5,0,14d_plus_prev_context
w_000181,c.chienc,train,0,negative_14d,2022-07-23 02:20:25+00:00,2022-08-06 02:20:25+00:00,4,0,0.3006431800313294,"[""2888389026287830472_1473274919"", ""2888390658442613893_1473274919"", ""2890235072521550585_1473274919"", ""2896052392409969027_1473274919""]",4,"[""2840963586363567665_1473274919"", ""2851829694658472724_1473274919"", ""2857625916895904730_1473274919"", ""2867051632242599663_1473274919"", ""2888389026287830472_1473274919"", ""2888390658442613893_1473274919"", ""2890235072521550585_1473274919"", ""2896052392409969027_1473274919""]",8,4,0,14d_plus_prev_context
w_000182,c.chienc,train,0,negative_14d,2022-07-23 02:23:40+00:00,2022-08-06 02:23:40+00:00,3,0,0.2902890897045533,"[""2888390658442613893_1473274919"", ""2890235072521550585_1473274919"", ""2896052392409969027_1473274919""]",3,"[""2840963586363567665_1473274919"", ""2851829694658472724_1473274919"", ""2857625916895904730_1473274919"", ""2867051632242599663_1473274919"", ""2888389026287830472_1473274919"", ""2888390658442613893_1473274919"", ""2890235072521550585_1473274919"", ""2896052392409969027_1473274919""]",8,5,0,14d_plus_prev_context
w_000183,chitchatnonstop,train,0,negative_14d,2024-06-03 04:18:26+00:00,2024-06-17 04:18:26+00:00,3,0,1.469578057380283e-11,"[""3382020698443544891_58838821989"", ""3387089099331350064_58838821989"", ""3389281138945003682_58838821989""]",3,"[""3310983455994282163_58838821989"", ""3326204205516906603_58838821989"", ""3361717750710743993_58838821989"", ""3376940955092186031_58838821989"", ""3382020698443544891_58838821989"", ""3387089099331350064_58838821989"", ""3389281138945003682_58838821989""]",7,4,1,14d_plus_prev_context
w_000184,chitchatnonstop,train,0,negative_14d,2024-06-10 04:08:26+00:00,2024-06-24 04:08:26+00:00,4,0,2.3450897311278612e-11,"[""3387089099331350064_58838821989"", ""3389281138945003682_58838821989"", ""3392168219358725468_58838821989"", ""3394338533786205086_58838821989""]",4,"[""3326204205516906603_58838821989"", ""3361717750710743993_58838821989"", ""3376940955092186031_58838821989"", ""3382020698443544891_58838821989"", ""3387089099331350064_58838821989"", ""3389281138945003682_58838821989"", ""3392168219358725468_58838821989"", ""3394338533786205086_58838821989""]",8,4,0,14d_plus_prev_context
w_000185,chitchatnonstop,train,0,negative_14d,2024-06-13 04:43:38+00:00,2024-06-27 04:43:38+00:00,4,0,2.5447793557727832e-11,"[""3389281138945003682_58838821989"", ""3392168219358725468_58838821989"", ""3394338533786205086_58838821989"", ""3397237650099186308_58838821989""]",4,"[""3361717750710743993_58838821989"", ""3376940955092186031_58838821989"", ""3382020698443544891_58838821989"", ""3387089099331350064_58838821989"", ""3389281138945003682_58838821989"", ""3392168219358725468_58838821989"", ""3394338533786205086_58838821989"", ""3397237650099186308_58838821989""]",8,4,0,14d_plus_prev_context
w_000186,choboo_theshiba,val,0,negative_14d,2023-12-24 15:59:10+00:00,2024-01-07 15:59:10+00:00,18,0,3.481056869907284e-06,"[""3264959720808468958_53921982543"", ""3264960758068177088_53921982543"", ""3264961758501950503_53921982543"", ""3264962609819760918_53921982543"", ""3264963294741296013_53921982543"", ""3264964550633452618_53921982543"", ""3264965298712534112_53921982543"", ""3264966166581292584_53921982543"", ""3264966888261668610_53921982543"", ""3264967766070694802_53921982543"", ""3265261111154069320_53921982543"", ""3267075866965833005_53921982543"", ""3269060307657368537_53921982543"", ""3270480635415660663_53921982543"", ""3271423579337286948_53921982543"", ""3272139919476069988_53921982543"", ""3272874872979476401_53921982543"", ""3274148822573311534_53921982543""]",18,"[""3265261111154069320_53921982543"", ""3267075866965833005_53921982543"", ""3269060307657368537_53921982543"", ""3270480635415660663_53921982543"", ""3271423579337286948_53921982543"", ""3272139919476069988_53921982543"", ""3272874872979476401_53921982543"", ""3274148822573311534_53921982543""]",8,0,0,14d_plus_prev_context
w_000187,choboo_theshiba,val,0,negative_14d,2023-12-24 16:06:16+00:00,2024-01-07 16:06:16+00:00,14,0,4.475616533919561e-06,"[""3264963294741296013_53921982543"", ""3264964550633452618_53921982543"", ""3264965298712534112_53921982543"", ""3264966166581292584_53921982543"", ""3264966888261668610_53921982543"", ""3264967766070694802_53921982543"", ""3265261111154069320_53921982543"", ""3267075866965833005_53921982543"", ""3269060307657368537_53921982543"", ""3270480635415660663_53921982543"", ""3271423579337286948_53921982543"", ""3272139919476069988_53921982543"", ""3272874872979476401_53921982543"", ""3274148822573311534_53921982543""]",14,"[""3265261111154069320_53921982543"", ""3267075866965833005_53921982543"", ""3269060307657368537_53921982543"", ""3270480635415660663_53921982543"", ""3271423579337286948_53921982543"", ""3272139919476069988_53921982543"", ""3272874872979476401_53921982543"", ""3274148822573311534_53921982543""]",8,0,0,14d_plus_prev_context
w_000188,choboo_theshiba,val,0,negative_14d,2023-12-24 16:12:11+00:00,2024-01-07 16:12:11+00:00,11,0,5.6956622191231355e-06,"[""3264966166581292584_53921982543"", ""3264966888261668610_53921982543"", ""3264967766070694802_53921982543"", ""3265261111154069320_53921982543"", ""3267075866965833005_53921982543"", ""3269060307657368537_53921982543"", ""3270480635415660663_53921982543"", ""3271423579337286948_53921982543"", ""3272139919476069988_53921982543"", ""3272874872979476401_53921982543"", ""3274148822573311534_53921982543""]",11,"[""3265261111154069320_53921982543"", ""3267075866965833005_53921982543"", ""3269060307657368537_53921982543"", ""3270480635415660663_53921982543"", ""3271423579337286948_53921982543"", ""3272139919476069988_53921982543"", ""3272874872979476401_53921982543"", ""3274148822573311534_53921982543""]",8,0,0,14d_plus_prev_context
w_000189,chuchuchen0522,train,0,negative_14d,2021-04-02 09:54:24+00:00,2021-04-16 09:54:24+00:00,5,0,7.444575121134332e-17,"[""2542899496864229650_41680294507"", ""2544941250622830978_41680294507"", ""2546599526221666210_41680294507"", ""2548022251955715148_41680294507"", ""2548799138650976612_41680294507""]",5,"[""2539041507350694500_41680294507"", ""2542899496864229650_41680294507"", ""2544941250622830978_41680294507"", ""2546599526221666210_41680294507"", ""2548022251955715148_41680294507"", ""2548799138650976612_41680294507""]",6,1,2,14d_plus_prev_context
w_000190,chuchuchen0522,train,0,negative_14d,2021-04-07 12:25:42+00:00,2021-04-21 12:25:42+00:00,4,0,5.664570949694796e-17,"[""2546599526221666210_41680294507"", ""2548022251955715148_41680294507"", ""2548799138650976612_41680294507"", ""2554348895465316886_41680294507""]",4,"[""2539041507350694500_41680294507"", ""2542899496864229650_41680294507"", ""2544941250622830978_41680294507"", ""2546599526221666210_41680294507"", ""2548022251955715148_41680294507"", ""2548799138650976612_41680294507"", ""2554348895465316886_41680294507""]",7,3,1,14d_plus_prev_context
w_000191,chuchuchen0522,train,0,negative_14d,2021-04-09 11:32:24+00:00,2021-04-23 11:32:24+00:00,3,0,4.8396580467595577e-17,"[""2548022251955715148_41680294507"", ""2548799138650976612_41680294507"", ""2554348895465316886_41680294507""]",3,"[""2539041507350694500_41680294507"", ""2542899496864229650_41680294507"", ""2544941250622830978_41680294507"", ""2546599526221666210_41680294507"", ""2548022251955715148_41680294507"", ""2548799138650976612_41680294507"", ""2554348895465316886_41680294507""]",7,4,1,14d_plus_prev_context
w_000192,cosplaykelly25,train,0,negative_14d,2024-07-28 11:32:34+00:00,2024-08-11 11:32:34+00:00,5,0,1.3727445577593756e-06,"[""3422101871598052321_61338274018"", ""3422102936489890104_61338274018"", ""3424949379701454606_61338274018"", ""3424960082718036234_61338274018"", ""3424966953617214918_61338274018""]",5,"[""3392152784362576546_61338274018"", ""3404908058928429962_61338274018"", ""3416226208097532620_61338274018"", ""3422101871598052321_61338274018"", ""3422102936489890104_61338274018"", ""3424949379701454606_61338274018"", ""3424960082718036234_61338274018"", ""3424966953617214918_61338274018""]",8,3,0,14d_plus_prev_context
w_000193,cosplaykelly25,train,0,negative_14d,2024-08-01 09:50:04+00:00,2024-08-15 09:50:04+00:00,3,0,2.2799276931569543e-06,"[""3424949379701454606_61338274018"", ""3424960082718036234_61338274018"", ""3424966953617214918_61338274018""]",3,"[""3392152784362576546_61338274018"", ""3404908058928429962_61338274018"", ""3416226208097532620_61338274018"", ""3422101871598052321_61338274018"", ""3422102936489890104_61338274018"", ""3424949379701454606_61338274018"", ""3424960082718036234_61338274018"", ""3424966953617214918_61338274018""]",8,5,0,14d_plus_prev_context
w_000194,cosplaykelly25,train,0,negative_14d,2025-06-19 14:13:06+00:00,2025-07-03 14:13:06+00:00,3,0,0.16710335016287262,"[""3658459555727961518_61338274018"", ""3662182160138139390_61338274018"", ""3664980050137020287_61338274018""]",3,"[""3584304465320984344_61338274018"", ""3590883712416120553_61338274018"", ""3595455187274013674_61338274018"", ""3603209715637395057_61338274018"", ""3635928288516259587_61338274018"", ""3658459555727961518_61338274018"", ""3662182160138139390_61338274018"", ""3664980050137020287_61338274018""]",8,5,0,14d_plus_prev_context
w_000195,daidaimeme.pdf,train,0,negative_14d,2022-05-19 08:46:24+00:00,2022-06-02 08:46:24+00:00,12,0,1.474486291939449e-08,"[""2841472875006184276_45713114847"", ""2842060845870377748_45713114847"", ""2842762604032940946_45713114847"", ""2843529008885765065_45713114847"", ""2843536290742708725_45713114847"", ""2844197901178401510_45713114847"", ""2846404393365221650_45713114847"", ""2847120490762836995_45713114847"", ""2847935351587467704_45713114847"", ""2848646239608969894_45713114847"", ""2849952925248590431_45713114847"", ""2850833813689780682_45713114847""]",12,"[""2843536290742708725_45713114847"", ""2844197901178401510_45713114847"", ""2846404393365221650_45713114847"", ""2847120490762836995_45713114847"", ""2847935351587467704_45713114847"", ""2848646239608969894_45713114847"", ""2849952925248590431_45713114847"", ""2850833813689780682_45713114847""]",8,0,0,14d_plus_prev_context
w_000196,daidaimeme.pdf,train,0,negative_14d,2022-05-21 03:28:52+00:00,2022-06-04 03:28:52+00:00,11,0,1.9693454366859084e-08,"[""2842762604032940946_45713114847"", ""2843529008885765065_45713114847"", ""2843536290742708725_45713114847"", ""2844197901178401510_45713114847"", ""2846404393365221650_45713114847"", ""2847120490762836995_45713114847"", ""2847935351587467704_45713114847"", ""2848646239608969894_45713114847"", ""2849952925248590431_45713114847"", ""2850833813689780682_45713114847"", ""2852123740719237539_45713114847""]",11,"[""2844197901178401510_45713114847"", ""2846404393365221650_45713114847"", ""2847120490762836995_45713114847"", ""2847935351587467704_45713114847"", ""2848646239608969894_45713114847"", ""2849952925248590431_45713114847"", ""2850833813689780682_45713114847"", ""2852123740719237539_45713114847""]",8,0,0,14d_plus_prev_context
